Designator,Pin,PinName,Net,Category,Description
C24,2,,+3.3V,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C25,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C25,2,,+3.3V,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C26,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C26,2,,+3.3V,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C27,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C27,2,,+3.3V,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C21,1,,GND,电容,容值:20pF;精度:±1%;额定电压:50V;材质(温度系数):C0G;
C21,2,,$2N12935,电容,容值:20pF;精度:±1%;额定电压:50V;材质(温度系数):C0G;
C23,1,,GND,电容,容值:20pF;精度:±1%;额定电压:50V;材质(温度系数):C0G;
C23,2,,$2N13390,电容,容值:20pF;精度:±1%;额定电压:50V;材质(温度系数):C0G;
U3,1,,GND,IC/模块,接口类型:I2C;存储容量:2Kbit;
U3,2,,GND,IC/模块,接口类型:I2C;存储容量:2Kbit;
U3,3,,GND,IC/模块,接口类型:I2C;存储容量:2Kbit;
U3,4,,GND,IC/模块,接口类型:I2C;存储容量:2Kbit;
U3,5,,SDA,IC/模块,接口类型:I2C;存储容量:2Kbit;
U3,6,,SCL,IC/模块,接口类型:I2C;存储容量:2Kbit;
U3,7,,GND,IC/模块,接口类型:I2C;存储容量:2Kbit;
U3,8,,+3.3V,IC/模块,接口类型:I2C;存储容量:2Kbit;
C1,1,,+3.3V,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C1,2,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
U14,1,,GND,IC/模块,SSD1315
U14,2,,$2N38085,IC/模块,SSD1315
U14,3,,$2N38083,IC/模块,SSD1315
U14,4,,$2N38064,IC/模块,SSD1315
U14,5,,$2N38081,IC/模块,SSD1315
U14,6,,+3.3V,IC/模块,SSD1315
U14,7,,,IC/模块,SSD1315
U14,8,,GND,IC/模块,SSD1315
U14,9,,+3.3V,IC/模块,SSD1315
U14,10,,GND,IC/模块,SSD1315
U14,11,,+3.3V,IC/模块,SSD1315
U14,12,,GND,IC/模块,SSD1315
U14,13,,GND,IC/模块,SSD1315
U14,14,,$2N38065,IC/模块,SSD1315
U14,15,,GND,IC/模块,SSD1315
U14,16,,GND,IC/模块,SSD1315
U14,17,,GND,IC/模块,SSD1315
U14,18,,SCL,IC/模块,SSD1315
U14,19,,SDA,IC/模块,SSD1315
U14,20,,SDA,IC/模块,SSD1315
U14,21,,GND,IC/模块,SSD1315
U14,22,,GND,IC/模块,SSD1315
U14,23,,GND,IC/模块,SSD1315
U14,24,,GND,IC/模块,SSD1315
U14,25,,GND,IC/模块,SSD1315
U14,26,,$2N38067,IC/模块,SSD1315
U14,27,,$2N38070,IC/模块,SSD1315
U14,28,,$2N38069,IC/模块,SSD1315
U14,29,,GND,IC/模块,SSD1315
U14,30,,GND,IC/模块,SSD1315
C65,1,,GND,电容,容值:1uF;精度:±10%;额定电压:16V;材质(温度系数):X5R;
C65,2,,+3.3V,电容,容值:1uF;精度:±10%;额定电压:16V;材质(温度系数):X5R;
C66,1,,GND,电容,容值:1uF;精度:±10%;额定电压:16V;材质(温度系数):X5R;
C66,2,,+3.3V,电容,容值:1uF;精度:±10%;额定电压:16V;材质(温度系数):X5R;
H1,1,,$2N38176,其他,插针结构:1x2P;间距:2mm;行距:-;圆针/方针:方针;安装类型:直插;排数:单排;总PIN位数:2P;额定电流:-;额定电压:-;配合针长度:3.9mm;塑高:2mm;端接针长度:2.8mm;触头材质:黄铜;触头镀层:-;工作温度范围:-40℃~+105℃;焊接温度(最大值):-;颜色:黑色;
H1,2,,+3.3V,其他,插针结构:1x2P;间距:2mm;行距:-;圆针/方针:方针;安装类型:直插;排数:单排;总PIN位数:2P;额定电流:-;额定电压:-;配合针长度:3.9mm;塑高:2mm;端接针长度:2.8mm;触头材质:黄铜;触头镀层:-;工作温度范围:-40℃~+105℃;焊接温度(最大值):-;颜色:黑色;
X2,1,,$2N13390,连接器,晶振类型:贴片晶振;频率:8MHz;常温频差:±20ppm;负载电容:12pF;频率稳定度(全温):±20ppm;
X2,2,,GND,连接器,晶振类型:贴片晶振;频率:8MHz;常温频差:±20ppm;负载电容:12pF;频率稳定度(全温):±20ppm;
X2,3,,$2N12935,连接器,晶振类型:贴片晶振;频率:8MHz;常温频差:±20ppm;负载电容:12pF;频率稳定度(全温):±20ppm;
X2,4,,GND,连接器,晶振类型:贴片晶振;频率:8MHz;常温频差:±20ppm;负载电容:12pF;频率稳定度(全温):±20ppm;
P2,1,,,连接器,连接器类型:简牛座;间距:2mm;结构:2x4P;封装形式:直插;行距:2mm;排数:2;每排PIN数:4;触头材质:-;触头镀层:-;
P2,2,,,连接器,连接器类型:简牛座;间距:2mm;结构:2x4P;封装形式:直插;行距:2mm;排数:2;每排PIN数:4;触头材质:-;触头镀层:-;
P2,3,,SWDIO,连接器,连接器类型:简牛座;间距:2mm;结构:2x4P;封装形式:直插;行距:2mm;排数:2;每排PIN数:4;触头材质:-;触头镀层:-;
P2,4,,UART1_RX,连接器,连接器类型:简牛座;间距:2mm;结构:2x4P;封装形式:直插;行距:2mm;排数:2;每排PIN数:4;触头材质:-;触头镀层:-;
P2,5,,SWCLK,连接器,连接器类型:简牛座;间距:2mm;结构:2x4P;封装形式:直插;行距:2mm;排数:2;每排PIN数:4;触头材质:-;触头镀层:-;
P2,6,,UART1_TX,连接器,连接器类型:简牛座;间距:2mm;结构:2x4P;封装形式:直插;行距:2mm;排数:2;每排PIN数:4;触头材质:-;触头镀层:-;
P2,7,,GND,连接器,连接器类型:简牛座;间距:2mm;结构:2x4P;封装形式:直插;行距:2mm;排数:2;每排PIN数:4;触头材质:-;触头镀层:-;
P2,8,,,连接器,连接器类型:简牛座;间距:2mm;结构:2x4P;封装形式:直插;行距:2mm;排数:2;每排PIN数:4;触头材质:-;触头镀层:-;
C17,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C17,2,,+3.3V,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
Q19,1,,GND,三极管,输出类型:固定;最大输入电压:18V;输出电压:3.3V;最大输出电流:1A;输出极性:正极;
Q19,2,,+3.3V,三极管,输出类型:固定;最大输入电压:18V;输出电压:3.3V;最大输出电流:1A;输出极性:正极;
Q19,3,,5V,三极管,输出类型:固定;最大输入电压:18V;输出电压:3.3V;最大输出电流:1A;输出极性:正极;
SW15,1,,GND,其他,电路结构:单刀单掷;按钮形状:椭圆形按钮;作用力:160gf;安装方式:立贴;开关长度:4.2mm;开关宽度:3.2mm;开关高度:2.5mm;带支架:不带;触点电流:50mA;额定电压(DC):12V;绝缘电阻:1.011kΩ;机械寿命:10万次;
SW15,2,,,其他,电路结构:单刀单掷;按钮形状:椭圆形按钮;作用力:160gf;安装方式:立贴;开关长度:4.2mm;开关宽度:3.2mm;开关高度:2.5mm;带支架:不带;触点电流:50mA;额定电压(DC):12V;绝缘电阻:1.011kΩ;机械寿命:10万次;
SW15,3,,NRST,其他,电路结构:单刀单掷;按钮形状:椭圆形按钮;作用力:160gf;安装方式:立贴;开关长度:4.2mm;开关宽度:3.2mm;开关高度:2.5mm;带支架:不带;触点电流:50mA;额定电压(DC):12V;绝缘电阻:1.011kΩ;机械寿命:10万次;
SW15,4,,,其他,电路结构:单刀单掷;按钮形状:椭圆形按钮;作用力:160gf;安装方式:立贴;开关长度:4.2mm;开关宽度:3.2mm;开关高度:2.5mm;带支架:不带;触点电流:50mA;额定电压(DC):12V;绝缘电阻:1.011kΩ;机械寿命:10万次;
C195,1,,GND,电容,容值:10uF;精度:±10%;额定电压:10V;材质(温度系数):X5R;
C195,2,,+3.3V,电容,容值:10uF;精度:±10%;额定电压:10V;材质(温度系数):X5R;
R286,1,,$2N38176,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R286,2,,GND,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R287,1,,GND,电阻,电阻类型:厚膜电阻;阻值:910kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R287,2,,$2N38067,电阻,电阻类型:厚膜电阻;阻值:910kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
C198,1,,$2N38070,电容,容值:4.7uF;精度:±10%;额定电压:10V;材质(温度系数):X5R;
C198,2,,GND,电容,容值:4.7uF;精度:±10%;额定电压:10V;材质(温度系数):X5R;
C199,1,,$2N38069,电容,容值:2.2uF;精度:±10%;额定电压:16V;材质(温度系数):X5R;
C199,2,,GND,电容,容值:2.2uF;精度:±10%;额定电压:16V;材质(温度系数):X5R;
C200,1,,$2N38065,电容,容值:4.7uF;精度:±10%;额定电压:10V;材质(温度系数):X5R;
C200,2,,GND,电容,容值:4.7uF;精度:±10%;额定电压:10V;材质(温度系数):X5R;
R288,1,,+3.3V,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R288,2,,$2N38065,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R289,1,,+3.3V,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R289,2,,SCL,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R290,1,,SDA,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R290,2,,+3.3V,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
C202,1,,$2N38083,电容,容值:1uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C202,2,,$2N38085,电容,容值:1uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C203,1,,$2N38081,电容,容值:1uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
C203,2,,$2N38064,电容,容值:1uF;精度:±10%;额定电压:25V;材质(温度系数):X5R;
SCREW1,1,,,其他,
SCREW2,1,,,其他,
SCREW3,1,,,其他,
SCREW4,1,,,其他,
U74,1,,GND,IC/模块,小型SIP封装，国际标准引脚方式，隔离耐压1000VDC，高效率，高功率密度，低纹波噪声，工业级产品设计，工作温度范围-40~+85℃，三年质量保证。
U74,2,,5V,IC/模块,小型SIP封装，国际标准引脚方式，隔离耐压1000VDC，高效率，高功率密度，低纹波噪声，工业级产品设计，工作温度范围-40~+85℃，三年质量保证。
U74,3,,AGND,IC/模块,小型SIP封装，国际标准引脚方式，隔离耐压1000VDC，高效率，高功率密度，低纹波噪声，工业级产品设计，工作温度范围-40~+85℃，三年质量保证。
U74,4,,+5V,IC/模块,小型SIP封装，国际标准引脚方式，隔离耐压1000VDC，高效率，高功率密度，低纹波噪声，工业级产品设计，工作温度范围-40~+85℃，三年质量保证。
C222,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C222,2,,5V,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C223,1,,GND,电容,容值:10uF;精度:±10%;额定电压:10V;材质(温度系数):X5R;
C223,2,,5V,电容,容值:10uF;精度:±10%;额定电压:10V;材质(温度系数):X5R;
BUZZER1,1,,+3.3V,其他,驱动方式:有源(内含驱动线路);构造类型:电磁式;频率:3kHz;声压(SPL):85dB;
BUZZER1,2,,$2N103532,其他,驱动方式:有源(内含驱动线路);构造类型:电磁式;频率:3kHz;声压(SPL):85dB;
D30,1,,+3.3V,二极管,二极管配置:-;正向压降(Vf):1V@10mA;直流反向耐压(Vr):75V;整流电流:200mA;反向恢复时间(trr):4ns;
D30,2,,$2N103532,二极管,二极管配置:-;正向压降(Vf):1V@10mA;直流反向耐压(Vr):75V;整流电流:200mA;反向恢复时间(trr):4ns;
Q1,1,,$2N103533,三极管,晶体管类型:NPN;集电极电流(Ic):1.5A;集射极击穿电压(Vceo):25V;功率(Pd):300mW;直流电流增益(hFE@Ic,Vce):200@800mA,1V;
Q1,2,,GND,三极管,晶体管类型:NPN;集电极电流(Ic):1.5A;集射极击穿电压(Vceo):25V;功率(Pd):300mW;直流电流增益(hFE@Ic,Vce):200@800mA,1V;
Q1,3,,$2N103532,三极管,晶体管类型:NPN;集电极电流(Ic):1.5A;集射极击穿电压(Vceo):25V;功率(Pd):300mW;直流电流增益(hFE@Ic,Vce):200@800mA,1V;
R14,1,,SIG,电阻,电阻类型:厚膜电阻;阻值:1kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R14,2,,$2N103533,电阻,电阻类型:厚膜电阻;阻值:1kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R15,1,,GND,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R15,2,,$2N103533,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
C4,1,,GND,电容,容值:10uF;精度:±20%;额定电压:25V;温度系数:X5R;
C4,2,,+3.3V,电容,容值:10uF;精度:±20%;额定电压:25V;温度系数:X5R;
R324,1,,AGND,电阻,电阻类型:厚膜电阻;阻值:220Ω;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R324,2,,+5V,电阻,电阻类型:厚膜电阻;阻值:220Ω;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
U26,1,,$2N118269,IC/模块,此款DC-DC电源芯片，采用SOT-23-6封装，它的输入电压范围：4.75V至23V，被广泛用于移动设备、工业自动化、消费类电子产品中的电源管理，以及白光 LED 驱动等
U26,2,,GND,IC/模块,此款DC-DC电源芯片，采用SOT-23-6封装，它的输入电压范围：4.75V至23V，被广泛用于移动设备、工业自动化、消费类电子产品中的电源管理，以及白光 LED 驱动等
U26,3,,$2N118273,IC/模块,此款DC-DC电源芯片，采用SOT-23-6封装，它的输入电压范围：4.75V至23V，被广泛用于移动设备、工业自动化、消费类电子产品中的电源管理，以及白光 LED 驱动等
U26,4,,$2N118267,IC/模块,此款DC-DC电源芯片，采用SOT-23-6封装，它的输入电压范围：4.75V至23V，被广泛用于移动设备、工业自动化、消费类电子产品中的电源管理，以及白光 LED 驱动等
U26,5,,VBAT+,IC/模块,此款DC-DC电源芯片，采用SOT-23-6封装，它的输入电压范围：4.75V至23V，被广泛用于移动设备、工业自动化、消费类电子产品中的电源管理，以及白光 LED 驱动等
U26,6,,$2N118270,IC/模块,此款DC-DC电源芯片，采用SOT-23-6封装，它的输入电压范围：4.75V至23V，被广泛用于移动设备、工业自动化、消费类电子产品中的电源管理，以及白光 LED 驱动等
C90,1,,$2N118270,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C90,2,,$2N118269,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
D29,1,,$2N118270,二极管,二极管配置:-;正向压降(Vf):550mV@3A;直流反向耐压(Vr):40V;整流电流:3A;
D29,2,,GND,二极管,二极管配置:-;正向压降(Vf):550mV@3A;直流反向耐压(Vr):40V;整流电流:3A;
L2,1,,$2N118270,电感,电感值:10uH;精度:±20%;额定电流:3.2A;饱和电流(Isat):3.5A;类型:一体成型电感;
L2,2,,5V,电感,电感值:10uH;精度:±20%;额定电流:3.2A;饱和电流(Isat):3.5A;类型:一体成型电感;
C94,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C94,2,,5V,电容,容值:100nF;精度:±10%;额定电压:50V;材质(温度系数):X7R;
C224,1,,GND,电容,容值:10uF;精度:±10%;额定电压:10V;材质(温度系数):X5R;
C224,2,,5V,电容,容值:10uF;精度:±10%;额定电压:10V;材质(温度系数):X5R;
R76,1,,$2N118273,电阻,电阻类型:厚膜电阻;阻值:49.9kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R76,2,,5V,电阻,电阻类型:厚膜电阻;阻值:49.9kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R77,1,,GND,电阻,电阻类型:厚膜电阻;阻值:9.53kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R77,2,,$2N118273,电阻,电阻类型:厚膜电阻;阻值:9.53kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
D31,1,,$2N118267,二极管,二极管配置:-;正向压降(Vf):550mV@3A;直流反向耐压(Vr):40V;整流电流:3A;
D31,2,,24V_DET,二极管,二极管配置:-;正向压降(Vf):550mV@3A;直流反向耐压(Vr):40V;整流电流:3A;
D32,1,,$2N118267,二极管,二极管配置:-;正向压降(Vf):550mV@3A;直流反向耐压(Vr):40V;整流电流:3A;
D32,2,,$2N121708,二极管,二极管配置:-;正向压降(Vf):550mV@3A;直流反向耐压(Vr):40V;整流电流:3A;
Q26,1,,$2N118281,三极管,晶体管类型:NPN;集电极电流(Ic):1.5A;集射极击穿电压(Vceo):25V;功率(Pd):300mW;直流电流增益(hFE@Ic,Vce):200@800mA,1V;
Q26,2,,GND,三极管,晶体管类型:NPN;集电极电流(Ic):1.5A;集射极击穿电压(Vceo):25V;功率(Pd):300mW;直流电流增益(hFE@Ic,Vce):200@800mA,1V;
Q26,3,,$2N121711,三极管,晶体管类型:NPN;集电极电流(Ic):1.5A;集射极击穿电压(Vceo):25V;功率(Pd):300mW;直流电流增益(hFE@Ic,Vce):200@800mA,1V;
R327,1,,$2N121711,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R327,2,,5V,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R328,1,,STM32_POWER_EN,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R328,2,,$2N118281,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R329,1,,$2N118281,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R329,2,,GND,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R330,1,,GND,电阻,电阻类型:厚膜电阻;阻值:62kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R330,2,,$2N118267,电阻,电阻类型:厚膜电阻;阻值:62kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
D39,1,,VBAT+,二极管,极性:单向;反向截止电压(Vrwm):26V;钳位电压:42.1V;峰值脉冲电流(Ipp):14.25A@10/1000us;峰值脉冲功率(Ppp):600W@10/1000us;击穿电压:31.9V;
D39,2,,GND,二极管,极性:单向;反向截止电压(Vrwm):26V;钳位电压:42.1V;峰值脉冲电流(Ipp):14.25A@10/1000us;峰值脉冲功率(Ppp):600W@10/1000us;击穿电压:31.9V;
Q28,1,,$2N121711,三极管,数量:1个P沟道;漏源电压(Vdss):60V;连续漏极电流(Id):170mA;导通电阻(RDS(on)):3.3Ω@10V；3.5Ω@4.5V;耗散功率(Pd):680mW;阈值电压(Vgs(th)):1.4V@250uA;
Q28,2,,5V,三极管,数量:1个P沟道;漏源电压(Vdss):60V;连续漏极电流(Id):170mA;导通电阻(RDS(on)):3.3Ω@10V；3.5Ω@4.5V;耗散功率(Pd):680mW;阈值电压(Vgs(th)):1.4V@250uA;
Q28,3,,$2N121708,三极管,数量:1个P沟道;漏源电压(Vdss):60V;连续漏极电流(Id):170mA;导通电阻(RDS(on)):3.3Ω@10V；3.5Ω@4.5V;耗散功率(Pd):680mW;阈值电压(Vgs(th)):1.4V@250uA;
R337,1,,GND,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
R337,2,,$2N121708,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;最大工作电压:50V;温度系数:±100ppm/℃;
FPC1,1,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,2,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,3,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,4,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,5,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,6,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,7,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,8,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,9,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,10,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,11,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,12,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,13,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,14,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,15,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,16,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,17,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,18,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,19,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,20,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,21,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,22,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,23,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,24,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,25,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,26,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,27,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,28,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,29,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
FPC1,30,,,其他,锁定特性:翻盖式;触点类型:下接;触点数量:30P;间距:0.5mm;安装方式:卧贴;工作温度:-55℃~+85℃;
